"","acctnum","gender","R","F","M","firstpur","age_class","single","student","mailing","respmail"
"4183",52192,"M",32,"3",87.3333333333333,42,"26-30","yes","no",1,0
"4186",52228,"F",12,"1",68,12,"18-25","no","no",1,0
"4187",52244,"F",14,"1",263,14,"18-25","no","yes",1,0
"4190",52282,"F",6,"1",82,6,"18-25","no","no",1,0
"4193",52311,"F",8,"6",23.6666666666667,24,"18-25","yes","yes",1,0
"4195",52320,"M",12,"6",24.8333333333333,42,"31-35","no","no",1,0
"4198",52403,"F",16,"1",294,16,"18-25","no","no",1,0
"4199",52406,"M",12,"5",16,38,"18-25","yes","no",1,0
"4200",52439,"F",36,"11",23.7272727272727,98,"41-45","yes","yes",1,1
"4202",52460,"F",6,"1",289,6,"18-25","no","no",1,0
"4203",52484,"F",14,"8",22.625,52,"36-40","no","yes",1,0
"4204",52508,"F",4,"1",24,4,"26-30","no","no",1,0
"4206",52512,"F",12,"2",83.5,18,"26-30","no","no",1,0
"4210",52583,"F",18,"10",38.8,70,"31-35","yes","yes",1,0
"4215",52604,"F",4,"1",220,4,"18-25","yes","no",1,0
"4216",52613,"M",16,"6",43.5,32,"26-30","no","yes",1,0
"4217",52615,"M",22,"2",92,28,"26-30","no","yes",1,0
"4220",52644,"F",10,"1",262,10,"18-25","no","yes",1,0
"4223",52669,"M",12,"2",111,20,"26-30","yes","no",1,0
"4225",52692,"F",10,"2",79,16,"18-25","no","no",1,0
"4229",52728,"F",6,"2",111,12,"18-25","no","yes",1,0
"4230",52738,"F",34,"3",94.3333333333333,50,"18-25","yes","yes",1,0
"4232",52743,"F",10,"12",30.5833333333333,60,"36-40","yes","yes",1,0
"4234",52769,"F",16,"2",58.5,20,"26-30","no","no",1,0
"4237",52824,"F",16,"11",20.6363636363636,40,"18-25","no","yes",1,0
"4238",52853,"M",6,"1",268,6,"18-25","no","yes",1,0
"4239",52858,"F",2,"2",43.5,8,"26-30","no","no",1,0
"4242",52878,"M",10,"1",120,10,"18-25","no","no",1,0
"4244",52891,"F",32,"1",165,32,"18-25","no","yes",1,0
"4245",52908,"F",14,"12",27.9166666666667,68,"36-40","yes","no",1,0
"4248",52933,"F",16,"1",105,16,"18-25","no","no",1,0
"4250",52943,"M",14,"12",16.1666666666667,82,"31-35","yes","yes",1,1
"4252",52958,"F",16,"1",35,16,"18-25","no","yes",1,0
"4253",52963,"F",10,"11",25.5454545454545,66,"31-35","yes","no",1,0
"4255",52973,"F",12,"1",140,12,"18-25","no","yes",1,0
"4257",52979,"M",12,"8",30,54,"26-30","yes","yes",1,0
"4258",52982,"M",16,"12",17.3333333333333,72,"31-35","yes","yes",1,0
"4260",52995,"F",28,"10",20.8,78,"31-35","no","yes",1,0
"4261",53006,"F",14,"2",64,18,"26-30","no","no",1,0
"4262",53013,"M",8,"4",57,20,"36-40","no","no",1,0
"4264",53019,"F",12,"2",64,16,"31-35","no","no",1,0
"4265",53021,"F",12,"1",159,12,"18-25","no","no",1,0
"4266",53032,"F",4,"1",121,4,"18-25","no","yes",1,0
"4268",53059,"M",18,"1",141,18,"18-25","no","no",1,0
"4269",53102,"F",4,"1",264,4,"18-25","no","no",1,0
"4270",53111,"M",32,"10",30.8,68,"36-40","no","yes",1,1
"4271",53140,"F",6,"8",31.5,30,"36-40","yes","yes",1,1
"4274",53153,"F",4,"1",98,4,"18-25","no","no",1,0
"4276",53160,"F",14,"3",21.6666666666667,22,"18-25","yes","no",1,0
"4278",53172,"M",2,"1",94,2,"18-25","no","no",1,0
"4281",53184,"M",22,"1",181,22,"18-25","no","yes",1,0
"4282",53187,"F",14,"1",199,14,"18-25","no","no",1,0
"4283",53189,"F",10,"6",61.5,24,"18-25","yes","yes",1,1
"4285",53209,"M",16,"1",240,16,"26-30","no","no",1,0
"4286",53223,"F",10,"1",173,10,"18-25","no","yes",1,0
"4287",53232,"F",32,"1",107,32,"18-25","no","no",1,0
"4289",53242,"M",4,"2",45,10,"18-25","no","no",1,0
"4290",53244,"F",16,"12",35.9166666666667,80,"36-40","yes","yes",1,1
"4295",53318,"F",14,"1",240,14,"18-25","no","yes",1,0
"4297",53341,"F",14,"2",83.5,18,"18-25","yes","no",1,0
"4298",53345,"M",32,"1",159,32,"26-30","no","no",1,0
"4302",53386,"F",16,"1",107,16,"18-25","no","no",1,0
"4304",53395,"M",26,"10",17.9,82,"18-25","yes","yes",1,1
"4305",53404,"F",16,"10",30.9,64,"26-30","yes","no",1,0
"4306",53415,"F",4,"2",49.5,8,"31-35","no","no",1,0
"4310",53444,"F",14,"9",19.7777777777778,56,"31-35","no","yes",1,1
"4311",53445,"F",16,"11",39.3636363636364,72,"41-45","yes","yes",1,0
"4314",53479,"M",6,"6",25.8333333333333,40,"26-30","yes","no",1,0
"4315",53497,"M",14,"6",61.6666666666667,30,"26-30","no","yes",1,0
"4317",53507,"M",10,"7",52.8571428571429,38,"18-25","no","yes",1,1
"4318",53531,"M",14,"3",101.333333333333,26,"26-30","yes","yes",1,0
"4320",53543,"M",14,"2",110.5,16,"18-25","no","yes",1,0
"4325",53577,"F",2,"8",49.625,34,"36-40","no","yes",1,1
"4326",53588,"F",10,"1",106,10,"18-25","no","yes",1,0
"4329",53647,"M",22,"12",36.5,72,"26-30","yes","yes",1,0
"4330",53652,"F",12,"2",86.5,16,"26-30","no","yes",1,0
"4331",53654,"F",26,"2",36.5,34,"18-25","yes","no",1,0
"4333",53666,"F",6,"3",114.666666666667,16,"26-30","yes","no",1,0
"4337",53692,"F",10,"1",104,10,"18-25","yes","no",1,0
"4343",53727,"F",34,"2",31.5,40,"26-30","no","no",1,0
"4344",53747,"F",22,"12",29.3333333333333,76,"36-40","yes","yes",1,0
"4345",53750,"F",12,"2",136.5,18,"18-25","no","no",1,0
"4354",53852,"M",12,"1",215,12,"18-25","no","yes",1,0
"4360",53890,"M",10,"9",41.3333333333333,54,"36-40","yes","yes",1,1
"4362",53922,"M",12,"7",32.5714285714286,30,"18-25","yes","yes",1,0
"4363",53963,"M",16,"11",25.1818181818182,42,"26-30","yes","yes",1,0
"4364",53973,"M",34,"2",149,42,"18-25","no","yes",1,0
"4365",53974,"M",4,"1",39,4,"18-25","yes","no",1,0
"4366",53981,"F",10,"2",88.5,16,"18-25","yes","no",1,0
"4369",53993,"F",18,"2",153.5,22,"26-30","no","no",1,0
"4370",53998,"M",4,"5",19.6,20,"26-30","no","no",1,0
"4373",54030,"F",10,"10",40.7,52,"31-35","yes","yes",1,1
"4374",54049,"F",4,"5",56.6,26,"26-30","yes","yes",1,0
"4375",54084,"M",12,"9",28.7777777777778,42,"36-40","yes","yes",1,1
"4376",54106,"F",14,"1",43,14,"26-30","no","no",1,0
"4377",54129,"F",16,"6",28.3333333333333,38,"26-30","no","yes",1,0
"4379",54144,"F",36,"2",23,38,"18-25","no","no",1,0
"4380",54146,"F",24,"6",17.3333333333333,46,"31-35","yes","yes",1,0
"4381",54181,"M",2,"2",117,4,"18-25","no","yes",1,0
"4382",54216,"F",16,"2",70,20,"26-30","yes","no",1,0
"4383",54234,"F",2,"2",137,10,"26-30","no","no",1,0
"4384",54242,"F",14,"11",25.2727272727273,78,"31-35","yes","yes",1,0
"4385",54243,"F",36,"1",77,36,"18-25","no","no",1,0
"4387",54283,"F",12,"7",47.8571428571429,50,"18-25","yes","yes",1,0
"4388",54284,"M",12,"2",44,16,"26-30","yes","no",1,0
"4389",54292,"F",14,"6",53.5,32,"18-25","no","yes",1,0
"4395",54335,"F",6,"3",84,18,"26-30","no","no",1,0
"4400",54404,"F",12,"4",52.75,20,"26-30","no","yes",1,1
"4401",54423,"M",16,"4",36.25,38,"31-35","yes","no",1,0
"4402",54440,"F",8,"2",58,16,"18-25","no","yes",1,0
"4403",54467,"F",16,"1",199,16,"18-25","no","no",1,0
"4405",54482,"F",16,"9",37.3333333333333,46,"31-35","yes","no",1,0
"4406",54491,"M",14,"1",241,14,"26-30","no","no",1,0
"4409",54519,"F",6,"1",33,6,"18-25","no","no",1,0
"4412",54543,"M",36,"1",242,36,"18-25","no","no",1,0
"4414",54570,"F",4,"2",59.5,12,"18-25","no","no",1,0
"4416",54600,"F",10,"1",67,10,"18-25","yes","no",1,0
"4423",54658,"F",8,"2",63.5,16,"18-25","no","yes",1,0
"4424",54662,"F",14,"2",53.5,18,"26-30","no","yes",1,1
"4425",54679,"M",14,"2",117,20,"26-30","no","no",1,0
"4426",54701,"F",10,"2",70,14,"18-25","no","no",1,0
"4429",54728,"F",22,"1",250,22,"26-30","no","no",1,0
"4432",54756,"F",12,"2",23,20,"18-25","no","yes",1,0
"4433",54763,"F",14,"2",72.5,22,"18-25","no","no",1,0
"4437",54843,"F",8,"2",35,10,"18-25","yes","no",1,0
"4439",54858,"F",10,"9",47.1111111111111,48,"36-40","yes","yes",1,0
"4442",54900,"F",8,"9",39,28,"26-30","yes","yes",1,0
"4444",54930,"F",2,"2",138,4,"18-25","no","no",1,0
"4445",54934,"M",8,"6",56,20,"31-35","no","yes",1,1
"4446",54959,"M",14,"5",40.4,26,"31-35","no","yes",1,1
"4449",54991,"F",14,"2",65.5,18,"18-25","no","no",1,0
"4453",55025,"F",16,"1",234,16,"26-30","no","no",1,0
"4454",55033,"F",2,"1",156,2,"18-25","no","no",1,0
"4455",55047,"F",10,"2",146.5,16,"26-30","no","no",1,0
"4464",55140,"M",10,"9",17.1111111111111,56,"36-40","yes","yes",1,1
"4465",55143,"M",12,"2",42,16,"18-25","yes","no",1,0
"4467",55152,"M",10,"2",43,16,"26-30","no","no",1,0
"4468",55156,"F",8,"2",103.5,14,"18-25","no","yes",1,0
"4469",55163,"F",14,"2",154.5,16,"18-25","yes","no",1,0
"4472",55199,"F",14,"1",134,14,"18-25","no","no",1,0
"4473",55204,"M",10,"2",159,18,"26-30","no","no",1,0
"4475",55228,"M",4,"1",147,4,"18-25","no","no",1,0
"4480",55249,"F",6,"3",104.666666666667,18,"31-35","no","no",1,0
"4483",55265,"M",24,"2",136.5,26,"18-25","no","no",1,0
"4484",55274,"F",12,"11",34.0909090909091,38,"26-30","no","yes",1,0
"4486",55283,"F",2,"9",19,40,"41-45","yes","yes",1,0
"4488",55306,"M",8,"8",22.875,42,"26-30","yes","no",1,0
"4489",55325,"F",18,"2",48,20,"18-25","no","no",1,0
"4490",55332,"F",10,"1",196,10,"18-25","no","no",1,0
"4491",55340,"M",4,"12",29.1666666666667,56,"41-45","no","yes",1,0
"4498",55432,"M",10,"2",66,14,"18-25","no","yes",1,0
"4499",55445,"F",10,"9",21.6666666666667,44,"26-30","yes","yes",1,1
"4501",55471,"F",16,"1",308,16,"18-25","no","no",1,0
"4503",55477,"F",34,"8",33.5,54,"26-30","yes","yes",1,0
"4504",55482,"M",4,"11",27.3636363636364,46,"31-35","yes","yes",1,0
"4505",55486,"F",10,"6",61.1666666666667,42,"26-30","no","yes",1,0
"4506",55488,"F",12,"6",57.3333333333333,36,"18-25","no","yes",1,0
"4508",55501,"F",28,"1",226,28,"26-30","no","no",1,0
"4509",55510,"F",12,"9",25.1111111111111,60,"36-40","yes","yes",1,0
"4511",55533,"F",14,"3",65.6666666666667,30,"18-25","no","yes",1,0
"4513",55549,"F",14,"1",305,14,"18-25","no","no",1,0
"4515",55568,"F",12,"9",28.5555555555556,62,"31-35","yes","yes",1,1
"4517",55589,"M",22,"3",49.6666666666667,28,"26-30","yes","yes",1,0
"4518",55604,"M",14,"2",15.5,22,"18-25","no","yes",1,0
"4519",55630,"F",10,"1",163,10,"18-25","no","yes",1,0
"4520",55637,"F",34,"2",65,40,"26-30","no","no",1,0
"4525",55695,"M",14,"8",18.5,50,"31-35","no","yes",1,1
"4526",55700,"F",10,"2",99.5,16,"26-30","no","no",1,0
"4531",55727,"M",14,"1",245,14,"18-25","no","yes",1,0
"4532",55747,"F",14,"2",125,18,"18-25","no","yes",1,0
"4533",55748,"F",2,"2",129,8,"18-25","no","yes",1,0
"4534",55762,"F",14,"4",28.75,28,"18-25","no","no",1,0
"4535",55809,"F",18,"10",16.5,46,"31-35","yes","yes",1,0
"4536",55820,"F",14,"10",43.9,38,"26-30","yes","yes",1,0
"4540",55829,"F",22,"2",25.5,28,"26-30","no","no",1,0
"4541",55836,"F",10,"2",116.5,12,"18-25","yes","no",1,0
"4544",55887,"F",16,"1",240,16,"26-30","no","no",1,0
"4546",55899,"F",8,"2",114,10,"18-25","yes","yes",1,1
"4548",55906,"M",16,"6",53.8333333333333,42,"26-30","no","yes",1,0
"4549",55914,"F",6,"4",42.25,16,"18-25","yes","yes",1,0
"4552",55926,"F",2,"1",31,2,"26-30","no","no",1,0
"4553",55927,"M",20,"2",78,24,"18-25","yes","no",1,0
"4555",55962,"M",2,"12",35.5,36,"26-30","no","yes",1,1
"4556",55967,"F",16,"2",127,22,"26-30","no","yes",1,0
"4558",55977,"M",34,"11",33.3636363636364,70,"41-45","no","yes",1,0
"4559",55978,"M",16,"9",26.4444444444444,70,"26-30","yes","yes",1,1
"4562",56018,"F",10,"8",35.25,50,"18-25","yes","yes",1,0
"4564",56039,"F",16,"1",136,16,"18-25","no","no",1,0
"4566",56043,"F",34,"12",23.25,99,"26-30","yes","yes",1,0
"4567",56044,"M",14,"12",27.0833333333333,76,"41-45","yes","no",1,0
"4568",56055,"F",4,"7",34.2857142857143,26,"31-35","no","yes",1,0
"4569",56060,"F",28,"1",145,28,"26-30","no","no",1,0
"4570",56062,"F",28,"2",26.5,34,"18-25","yes","no",1,0
"4572",56075,"F",6,"1",81,6,"18-25","no","no",1,0
"4573",56076,"F",26,"1",288,26,"18-25","no","yes",1,0
"4574",56078,"F",14,"10",20.5,66,"46-50","yes","yes",1,0
"4577",56106,"F",12,"1",247,12,"18-25","no","no",1,0
"4581",56178,"F",18,"1",98,18,"18-25","no","yes",1,0
"4584",56196,"F",2,"1",137,2,"18-25","no","yes",1,0
"4585",56197,"F",8,"2",57.5,10,"31-35","no","no",1,0
"4586",56207,"M",14,"11",35.6363636363636,62,"18-25","yes","yes",1,1
"4587",56217,"M",10,"2",73.5,14,"26-30","no","no",1,0
"4589",56222,"F",12,"8",44.625,36,"31-35","yes","yes",1,0
"4591",56243,"F",12,"1",99,12,"18-25","no","yes",1,0
"4593",56256,"M",12,"12",26.3333333333333,52,"46-50","yes","yes",1,0
"4594",56263,"M",34,"11",20.5454545454545,88,"36-40","no","yes",1,0
"4597",56281,"M",16,"1",94,16,"26-30","no","no",1,0
"4598",56300,"F",6,"2",24.5,8,"18-25","no","no",1,0
"4602",56345,"F",10,"6",37.1666666666667,36,"18-25","no","yes",1,1
"4607",56387,"M",14,"1",136,14,"18-25","no","yes",1,0
"4608",56388,"F",10,"4",80.5,28,"26-30","no","no",1,0
"4611",56424,"M",4,"2",115.5,6,"18-25","no","yes",1,0
"4612",56436,"F",26,"1",70,26,"26-30","no","no",1,0
"4613",56437,"F",14,"7",19.5714285714286,38,"31-35","yes","yes",1,1
"4622",56541,"F",20,"1",121,20,"18-25","no","no",1,0
"4623",56547,"F",8,"2",75,10,"31-35","no","no",1,0
"4625",56555,"F",4,"1",96,4,"18-25","no","yes",1,0
"4626",56556,"F",6,"1",288,6,"18-25","no","no",1,0
"4628",56573,"M",10,"2",65.5,14,"26-30","yes","no",1,0
"4630",56586,"M",16,"8",28.75,50,"18-25","yes","yes",1,1
"4631",56598,"F",4,"1",209,4,"26-30","no","no",1,0
"4632",56606,"M",14,"2",145.5,22,"18-25","no","yes",1,1
"4633",56626,"F",12,"1",197,12,"18-25","no","yes",1,0
"4634",56627,"M",26,"10",39.5,50,"36-40","yes","yes",1,0
"4635",56660,"M",12,"2",148.5,14,"31-35","no","no",1,0
"4636",56689,"F",4,"3",42.6666666666667,12,"26-30","no","no",1,0
"4637",56696,"F",10,"11",21.5454545454545,34,"36-40","yes","yes",1,0
"4638",56702,"F",10,"3",71.3333333333333,18,"31-35","no","yes",1,0
"4639",56705,"M",6,"6",58.6666666666667,38,"41-45","no","no",1,0
"4641",56726,"F",10,"5",41,20,"31-35","yes","no",1,0
"4643",56744,"M",14,"2",50.5,20,"18-25","no","no",1,0
"4644",56757,"F",18,"1",94,18,"18-25","no","yes",1,0
"4648",56879,"F",14,"8",30.875,40,"36-40","no","yes",1,0
"4649",56890,"F",32,"1",76,32,"18-25","no","no",1,0
"4650",56895,"M",10,"1",198,10,"18-25","yes","no",1,0
"4657",56934,"F",2,"1",124,2,"18-25","yes","no",1,0
"4658",56939,"M",12,"2",114,18,"18-25","no","no",1,0
"4659",56993,"M",10,"2",157,12,"18-25","yes","no",1,0
"4660",57007,"F",36,"1",211,36,"18-25","no","no",1,0
"4661",57023,"M",14,"1",283,14,"18-25","no","yes",1,0
"4663",57030,"M",34,"1",111,34,"18-25","no","no",1,0
"4665",57047,"F",6,"5",18.6,28,"31-35","no","yes",1,1
"4668",57087,"F",16,"3",78,26,"18-25","no","no",1,0
"4670",57108,"M",12,"2",66,14,"18-25","yes","no",1,0
"4671",57126,"M",10,"2",60,12,"18-25","yes","no",1,0
"4672",57144,"F",12,"11",37.4545454545455,58,"36-40","no","yes",1,1
"4673",57150,"M",6,"7",38.5714285714286,20,"18-25","yes","yes",1,0
"4674",57172,"F",6,"2",52,12,"18-25","no","yes",1,1
"4675",57179,"F",12,"1",261,12,"18-25","no","no",1,0
"4679",57215,"F",26,"4",65.25,36,"26-30","no","yes",1,0
"4683",57233,"F",16,"1",130,16,"18-25","no","yes",1,0
"4684",57234,"F",34,"2",36,38,"26-30","no","no",1,0
"4686",57237,"M",14,"1",150,14,"18-25","no","no",1,0
"4687",57238,"F",12,"1",236,12,"18-25","no","no",1,0
"4688",57243,"F",4,"1",264,4,"26-30","no","no",1,0
"4689",57251,"M",14,"9",30.6666666666667,44,"31-35","yes","yes",1,0
"4690",57252,"M",32,"2",88.5,40,"18-25","no","yes",1,1
"4692",57270,"M",22,"2",101,24,"26-30","no","no",1,0
"4696",57312,"F",16,"1",239,16,"26-30","no","no",1,0
"4698",57328,"M",16,"1",34,16,"18-25","no","no",1,0
"4699",57335,"F",12,"1",252,12,"18-25","no","no",1,0
"4700",57364,"F",16,"2",120.5,22,"26-30","no","yes",1,0
"4701",57376,"F",28,"2",143,36,"18-25","no","yes",1,0
"4704",57407,"M",12,"5",47.2,30,"26-30","yes","yes",1,0
"4705",57410,"M",6,"3",26.6666666666667,24,"26-30","no","yes",1,0
"4709",57432,"F",14,"1",288,14,"18-25","no","yes",1,0
"4711",57441,"F",16,"2",51,22,"18-25","no","no",1,0
"4713",57485,"F",10,"2",164,14,"18-25","no","yes",1,0
"4714",57491,"F",6,"1",91,6,"18-25","no","no",1,0
"4717",57522,"F",16,"1",233,16,"26-30","no","no",1,0
"4721",57548,"F",14,"1",95,14,"26-30","no","no",1,0
"4722",57549,"F",30,"1",291,30,"18-25","no","no",1,0
"4723",57555,"F",22,"1",307,22,"18-25","no","no",1,0
"4724",57574,"F",2,"1",179,2,"26-30","no","no",1,0
"4726",57584,"F",16,"4",31,32,"31-35","no","yes",1,0
"4728",57603,"F",12,"6",27.1666666666667,30,"36-40","yes","no",1,0
"4733",57638,"F",30,"9",43.5555555555556,70,"41-45","no","yes",1,0
"4741",57815,"F",10,"1",146,10,"18-25","no","no",1,0
"4742",57831,"M",4,"10",16.8,40,"46-50","no","no",1,0
"4746",57892,"M",22,"5",42.8,50,"18-25","yes","yes",1,0
"4747",57901,"F",14,"1",41,14,"18-25","no","no",1,0
"4748",57905,"F",14,"1",76,14,"26-30","no","no",1,0
"4749",57908,"F",14,"2",93,18,"18-25","no","yes",1,0
"4751",57935,"F",10,"1",144,10,"26-30","no","no",1,0
"4753",57952,"F",10,"2",26.5,16,"18-25","no","yes",1,0
"4754",57954,"F",4,"9",43.3333333333333,56,"36-40","yes","yes",1,1
"4756",57958,"F",16,"10",39.8,68,"26-30","yes","yes",1,1
"4757",57960,"F",2,"1",28,2,"18-25","no","no",1,0
"4758",57963,"F",12,"2",124.5,16,"26-30","no","no",1,0
"4760",57994,"F",34,"8",35.875,70,"36-40","yes","yes",1,0
"4763",58038,"F",10,"1",165,10,"18-25","no","yes",1,0
"4764",58042,"F",12,"2",92,20,"18-25","no","yes",1,0
"4765",58071,"F",12,"1",88,12,"26-30","no","no",1,0
"4768",58093,"F",32,"2",73.5,36,"18-25","no","no",1,0
"4770",58127,"F",12,"1",43,12,"18-25","no","yes",1,0
"4773",58150,"F",30,"9",33,60,"41-45","no","yes",1,0
"4774",58158,"M",10,"2",55,16,"18-25","no","no",1,0
"4776",58162,"F",10,"10",35,38,"36-40","no","yes",1,0
"4778",58192,"F",4,"3",28,12,"18-25","yes","no",1,0
"4779",58202,"F",18,"2",87,20,"18-25","no","no",1,0
"4782",58233,"F",8,"10",44,42,"31-35","no","yes",1,0
"4784",58244,"F",12,"8",49,32,"26-30","no","yes",1,0
"4785",58271,"F",16,"2",45,20,"18-25","yes","no",1,0
"4786",58280,"M",4,"2",163.5,8,"18-25","no","no",1,0
"4787",58297,"F",2,"6",39.3333333333333,20,"31-35","no","yes",1,0
"4788",58298,"F",10,"7",49,36,"31-35","no","no",1,0
"4791",58369,"F",4,"4",60.5,24,"18-25","no","yes",1,0
"4796",58408,"F",10,"5",51.8,28,"18-25","yes","no",1,0
"4799",58452,"F",16,"2",26,18,"18-25","yes","no",1,0
"4800",58456,"F",26,"1",162,26,"18-25","no","yes",1,0
"4801",58463,"F",14,"3",103,22,"18-25","no","no",1,0
"4802",58464,"F",4,"4",35,20,"18-25","yes","yes",1,0
"4803",58465,"F",8,"2",82.5,10,"18-25","no","yes",1,0
"4806",58500,"F",24,"1",104,24,"26-30","no","no",1,0
"4807",58502,"M",14,"1",200,14,"18-25","no","yes",1,0
"4808",58543,"F",4,"9",17.5555555555556,50,"36-40","yes","yes",1,0
"4809",58553,"M",2,"2",89.5,6,"26-30","no","no",1,0
"4813",58592,"M",14,"2",152,18,"18-25","no","yes",1,0
"4817",58613,"F",6,"1",201,6,"26-30","no","no",1,0
"4818",58619,"F",6,"9",27.3333333333333,48,"36-40","yes","yes",1,0
"4821",58660,"F",18,"1",86,18,"18-25","no","no",1,0
"4822",58666,"F",10,"1",310,10,"26-30","no","no",1,0
"4823",58690,"M",16,"2",74.5,20,"18-25","yes","no",1,0
"4825",58698,"M",10,"12",36.9166666666667,68,"46-50","yes","yes",1,0
"4826",58706,"M",4,"10",21.6,50,"26-30","yes","yes",1,0
"4827",58711,"M",14,"6",48.6666666666667,44,"26-30","no","yes",1,1
"4830",58731,"F",30,"1",149,30,"18-25","no","yes",1,0
"4831",58751,"F",14,"2",122.5,22,"18-25","yes","yes",1,1
"4832",58755,"F",12,"9",20.3333333333333,30,"31-35","yes","yes",1,1
"4833",58757,"F",36,"2",43,42,"26-30","no","yes",1,0
"4837",58813,"F",2,"7",30.8571428571429,28,"31-35","yes","yes",1,0
"4841",58827,"F",14,"1",32,14,"18-25","yes","no",1,0
"4842",58842,"M",34,"4",56.25,46,"26-30","no","yes",1,1
"4843",58844,"F",12,"2",99.5,20,"18-25","no","yes",1,1
"4845",58855,"M",12,"2",111,20,"26-30","yes","no",1,0
"4846",58865,"F",12,"1",140,12,"26-30","no","no",1,0
"4850",58905,"F",2,"2",73.5,8,"18-25","yes","yes",1,0
"4852",58914,"F",2,"9",36.7777777777778,40,"26-30","no","yes",1,0
"4853",58927,"F",6,"2",30.5,14,"18-25","no","yes",1,0
"4854",58939,"F",12,"6",36.8333333333333,32,"26-30","no","yes",1,0
"4856",58968,"F",4,"2",106.5,12,"18-25","no","no",1,0
"4857",58977,"F",20,"1",264,20,"18-25","no","no",1,0
"4864",59014,"F",2,"9",47.5555555555556,36,"36-40","no","yes",1,0
"4867",59033,"F",4,"1",56,4,"18-25","no","yes",1,0
"4868",59051,"F",10,"1",80,10,"18-25","no","no",1,0
"4869",59052,"F",16,"5",59,28,"18-25","no","yes",1,0
"4873",59074,"F",20,"11",25.3636363636364,58,"46-50","yes","yes",1,0
"4875",59099,"F",14,"6",45.6666666666667,42,"26-30","yes","yes",1,0
"4877",59141,"M",24,"1",103,24,"18-25","no","no",1,0
"4878",59145,"F",14,"2",46.5,18,"26-30","no","yes",1,1
"4879",59150,"M",34,"7",32.1428571428571,58,"26-30","yes","yes",1,0
"4881",59162,"F",10,"3",28.6666666666667,26,"18-25","yes","no",1,0
"4883",59236,"M",18,"2",25.5,20,"26-30","no","yes",1,0
"4887",59268,"M",22,"6",17.8333333333333,38,"31-35","no","yes",1,1
"4888",59284,"M",10,"1",86,10,"18-25","no","yes",1,0
"4889",59285,"F",10,"10",24.4,42,"36-40","no","yes",1,0
"4890",59288,"F",24,"2",29,32,"26-30","no","yes",1,0
"4892",59310,"M",12,"10",37.5,56,"41-45","yes","yes",1,0
"4895",59335,"F",4,"2",159.5,10,"18-25","no","yes",1,0
"4897",59344,"M",18,"1",40,18,"18-25","no","no",1,0
"4899",59369,"F",16,"2",101,18,"26-30","no","yes",1,0
"4900",59371,"F",28,"1",19,28,"18-25","no","no",1,0
"4901",59378,"F",8,"1",233,8,"18-25","no","no",1,0
"4905",59418,"F",12,"1",279,12,"18-25","no","no",1,0
"4907",59425,"M",14,"2",22,18,"26-30","no","no",1,0
"4908",59434,"F",4,"6",49.5,26,"26-30","yes","yes",1,1
"4909",59448,"F",14,"2",80,20,"26-30","no","no",1,0
"4910",59458,"F",8,"2",55,10,"18-25","no","yes",1,0
"4911",59489,"F",14,"1",86,14,"26-30","no","no",1,0
"4913",59494,"F",4,"6",52.5,36,"26-30","no","yes",1,0
"4914",59495,"F",10,"2",21.5,12,"26-30","no","yes",1,0
"4916",59520,"M",14,"2",112.5,22,"18-25","no","yes",1,0
"4917",59544,"F",28,"1",313,28,"18-25","no","no",1,0
"4922",59598,"F",30,"1",116,30,"18-25","no","no",1,0
"4925",59651,"F",16,"5",37.8,30,"31-35","no","yes",1,0
"4926",59663,"F",10,"11",23.2727272727273,72,"31-35","yes","yes",1,0
"4927",59673,"F",32,"2",20.5,38,"26-30","no","yes",1,0
"4930",59714,"F",16,"2",29.5,20,"18-25","no","yes",1,0
"4932",59744,"F",16,"2",69,22,"18-25","no","no",1,0
"4933",59755,"F",6,"1",15,6,"18-25","no","no",1,0
"4935",59777,"M",6,"10",31.1,44,"26-30","yes","yes",1,1
"4936",59790,"F",26,"12",36,70,"31-35","yes","yes",1,0
"4939",59864,"M",8,"1",267,8,"18-25","no","no",1,0
"4940",59877,"F",16,"1",91,16,"26-30","no","no",1,0
"4941",59882,"F",26,"6",17,58,"26-30","yes","yes",1,0
"4943",59897,"F",2,"2",126,6,"18-25","yes","yes",1,1
"4944",59898,"M",2,"4",81.25,18,"26-30","no","yes",1,0
"4947",59945,"F",8,"2",92,10,"26-30","no","yes",1,0
"4949",59959,"M",16,"10",23.8,72,"26-30","yes","yes",1,1
"4951",59987,"F",6,"1",208,6,"26-30","no","no",1,0
"4952",59993,"F",10,"2",79,18,"26-30","no","no",1,0
